cueanexo	provincia	departamento	localidad	nombre	ambito	sector_de_gestion	primaria	p_lengua_debajo_basico	p_lengua_basico	p_lengua_satisfactorio	p_lengua_avanzado	lon	lat
020029800	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	PROVINCIA DE FORMOSA	Urbano	Estatal	1	15	25	30	30	-58.4088	-34.6436
020030200	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	CNEL CARLOS TOMAS SOURIGUES	Urbano	Estatal	1	0	16.66666667	38.88888889	44.44444444	-58.4649	-34.6232
020030300	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	INSTITUTO SAN ROBERTO	Urbano	Privado	1	0	28.57142857	38.0952381	33.33333333	-58.4682	-34.6233
020030400	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	ADA MARIA ELFLEIN	Urbano	Estatal	1	0	6.25	56.25	37.5	-58.4989	-34.6309
020030500	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	INSTITUTO ESCUELA DE LA NUEVA EXPRESION	Urbano	Privado	1	0	0	18.18181818	81.81818182	-58.4247	-34.6016
020030700	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	INSTITUTO BETANIA	Urbano	Privado	1	0	0	26.66666667	73.33333333	-58.4221	-34.601
020031100	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	MARIA SANCHEZ DE THOMPSON	Urbano	Estatal	1	9.414141061	28.60606072	40.46464643	21.51515179	-58.3791	-34.6148
020031900	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	JOSE CLEMENTE PAZ	Urbano	Estatal	1	17.64705882	5.882352941	35.29411765	41.17647059	-58.4447	-34.5577
020032400	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	JORGE ANGEL BOERO	Urbano	Estatal	1	5.413104868	5.555555556	50.14245069	38.88888889	-58.4801	-34.5757
020032500	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	DOMINGUITO	Urbano	Estatal	1	12.5	12.5	18.75	56.25	-58.4806	-34.5788
020032800	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	ISLAS MALVINAS	Urbano	Estatal	1	7.179930758	17.1280277	53.02768149	22.66436006	-58.5043	-34.6663
020032900	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	INTENDENTE ALVEAR	Urbano	Estatal	1	4.650034625	14.43192194	47.6762591	33.24178433	-58.4193	-34.6238
020033000	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	VICENTE LOPEZ Y PLANES	Urbano	Estatal	1	17.64705882	35.29411765	41.17647059	5.882352941	-58.5029	-34.6626
020033100	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	INSTITUTO LEOPOLDO MARECHAL	Urbano	Privado	1	10	0	25	65	-58.5028	-34.6698
020033300	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	PRIMERA MINISTRO INDIRA GANDHI	Urbano	Estatal	1	15.78947368	42.10526316	31.57894737	10.52631579	-58.4336	-34.5501
020033400	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	ESCUELA PARROQUIAL SANTA ELISA	Urbano	Privado	1	0	11.53846154	46.15384615	42.30769231	-58.3824	-34.6339
020033500	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	INSTITUTO AMBROSIO TOGNONI	Urbano	Privado	1	0	4.092071911	41.85848206	54.04944603	-58.4229	-34.5806
020034100	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	IRLANDA	Urbano	Estatal	1	0	5.882352941	17.64705882	76.47058824	-58.4978	-34.5711
020034900	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	BELISARIO ROLDAN	Urbano	Estatal	1	2.941176596	2.941176596	45.58823511	48.5294117	-58.5007	-34.578
020035100	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	GRAL MAXIMO DE ZAMUDIO	Urbano	Estatal	1	0	5.882352941	41.17647059	52.94117647	-58.5193	-34.6005
020035200	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	ENRIQUE DE VEDIA	Urbano	Estatal	1	16.235294	8.235294091	12.47058823	63.05882368	-58.4735	-34.583
020035400	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	INSTITUTO SAN MIGUEL	Urbano	Privado	1	0	2.76315798	10.26315772	86.9736843	-58.4004	-34.5928
020035500	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	ESCUELA ARCO IRIS	Urbano	Privado	1	5.263157831	2.631578916	18.91447368	73.19078957	-58.3981	-34.5941
020035800	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	CAP. DE FRAGATA CARLOS MARIA MOYANO	Urbano	Estatal	1	0	21.05263158	21.05263158	57.89473684	-58.4517	-34.5705
020036200	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	PONCIANO VIVANCO	Urbano	Estatal	1	10.93698179	20.67993364	48.1343284	20.24875617	-58.4896	-34.665
020036300	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	REPUBLICA DE NICARAGUA	Urbano	Estatal	1	7.151300166	4.75768325	35.60874793	52.48226866	-58.5034	-34.5782
020036800	Ciudad de Buenos Aires	Comuna 6	CIUDAD DE BUENOS AIRES	ESCUELA DEL PARQUE	Urbano	Privado	1	0	0	22.22222222	77.77777778	-58.4333	-34.613
020037000	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	ESCUELA DEL SIGLO NUEVO	Urbano	Privado	1	5.555555556	16.66666667	22.22222222	55.55555556	-58.4522	-34.5843
020038000	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	TOMAS SANTA COLOMA	Urbano	Estatal	1	0	14.28571429	23.80952381	61.9047619	-58.4361	-34.6356
020038600	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	PROVINCIA DE JUJUY	Urbano	Estatal	1	2.941176471	14.70588235	38.23529412	44.11764706	-58.4265	-34.6034
020038700	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	INSTITUTO SANTA MARIA DE LOS ANGELES	Urbano	Privado	1	0	12.27745188	46.16056625	41.56198187	-58.4802	-34.5593
020039800	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	ESCUELA INTEGRAL MAIMONIDES	Urbano	Privado	1	12.82051324	18.55203642	38.61236755	30.01508278	-58.4729	-34.6237
020039900	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	QUINTINO BOCAYUVA	Urbano	Estatal	1	5.555555556	22.22222222	33.33333333	38.88888889	-58.4808	-34.6156
020040000	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	MUSEO DE BELLAS ARTES GRAL URQUIZA	Urbano	Estatal	1	0	0	31.25	68.75	-58.4626	-34.6276
020040200	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	INSTITUTO BENITO NAZAR	Urbano	Privado	1	0	3.703703704	22.22222222	74.07407407	-58.4254	-34.598
020040300	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	ESCUELA PARA EL HOMBRE NUEVO	Urbano	Privado	1	0	16.66666667	25	58.33333333	-58.4599	-34.6258
020040400	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	ROSARIO VERA PEÑALOZA	Urbano	Estatal	1	0	17.26884242	31.2104563	51.52070129	-58.4263	-34.5985
020040700	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	INSTITUTO ARCANGEL SAN MIGUEL	Urbano	Privado	1	0	6.25	44.28571354	49.46428646	-58.4116	-34.6099
020041000	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	GERVASIO POSADAS	Urbano	Estatal	1	8.739837319	29.06504032	44.71544772	17.47967464	-58.3973	-34.623
020041100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO SAN ANTONIO DE PADUA	Urbano	Privado	1	6.32411097	19.06455843	25.41501955	49.19631105	-58.4187	-34.653
020041200	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	INSTITUTO DON ORIONE	Urbano	Privado	1	7.407407407	11.11111111	40.74074074	40.74074074	-58.3959	-34.6107
020041300	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	ERNESTO A. BAVIO	Urbano	Estatal	1	0	16.563048	43.07348955	40.36346245	-58.4909	-34.6196
020041700	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	PADRE CASTAÑEDA	Urbano	Estatal	1	10.80478974	32.0801999	32.41436923	24.70064113	-58.4827	-34.6266
020041800	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	DR ADOLFO SALDIAS	Urbano	Estatal	1	11.11111111	11.11111111	44.44444444	33.33333333	-58.4174	-34.6574
020041900	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	FLORENCIO VARELA	Urbano	Estatal	1	4.136588505	37.40976551	20.68294252	37.77070346	-58.4614	-34.6283
020042000	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	INSTITUTO CASA DE JESUS	Urbano	Privado	1	1.729910552	8.582948806	42.51512031	47.17202033	-58.428	-34.6023
020042100	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	ESTEBAN ECHEVERRIA	Urbano	Estatal	1	11.11111111	8.333333333	54.51388889	26.04166667	-58.4576	-34.566
020042200	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO FEDERICO GUILLERMO FRí–EBEL	Urbano	Privado	1	2.272727362	2.272727362	27.39234454	68.06220074	-58.3913	-34.6279
020042500	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	INSTITUTO ISABEL CONDE DE HERNANDEZ	Urbano	Privado	1	0	0	28.57142857	71.42857143	-58.3927	-34.6126
020042800	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	CENTRO EDUCATIVO BUENOS AIRES	Urbano	Privado	1	0	10	25	65	-58.4896	-34.5981
020043300	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	GASPAR LUCILO BENAVENTO	Urbano	Estatal	1	14.77569824	15.99821735	47.61437879	21.61170562	-58.444	-34.6658
020043700	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	INSTITUTO HOGAR SAN BENITO	Urbano	Privado	1	5.882352941	0	17.64705882	76.47058824	-58.4308	-34.5711
020043800	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	DR GUILLERMO CORREA	Urbano	Estatal	1	1.15122981	21.54424554	40.03105257	37.27347208	-58.4027	-34.6176
020044000	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	COLEGIO DEL TREBOL	Urbano	Privado	1	0	0	5	95	-58.4907	-34.6037
020044100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	ENRIQUE BANCHS	Urbano	Estatal	1	8.712481579	21.7617239	28.89050795	40.63528657	-58.4022	-34.6335
020044600	Ciudad de Buenos Aires	Comuna 5	CIUDAD DE BUENOS AIRES	INSTITUTO AMERICA DEL SUR	Urbano	Privado	1	0	7.692307692	26.92307692	65.38461538	-58.4239	-34.6129
020044700	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	GABRIELA MISTRAL	Urbano	Estatal	1	5.555555556	5.555555556	38.88888889	50	-58.5123	-34.5874
020045500	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	ESC.INTEGRAL RABINO ELIAS SULI	Urbano	Privado	1	4.733727771	18.47468764	58.77712038	18.0144642	-58.3736	-34.6349
020045600	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	CELIA MARTINEZ DE VARELA	Urbano	Privado	1	6.25	3.125	40.625	50	-58.3697	-34.6131
020046100	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	CORONEL BRANDSEN	Urbano	Estatal	1	0	5	55	40	-58.4684	-34.5516
020046200	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	PREFECTURA NAVAL ARGENTINA	Urbano	Estatal	1	0	14.37074837	47.90249458	37.72675705	-58.5273	-34.6209
020046300	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	GREGORIA MATORRAS Y DEL SER DE SAN MARTIN	Urbano	Estatal	1	0	0	36.84210526	63.15789474	-58.4969	-34.5852
020046400	Ciudad de Buenos Aires	Comuna 6	CIUDAD DE BUENOS AIRES	COLEGIO INTEGRAL CABALLITO	Urbano	Privado	1	5.555555556	16.66666667	22.22222222	55.55555556	-58.4428	-34.6145
020047000	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	BERNARDO DE IRIGOYEN	Urbano	Estatal	1	3.320312476	23.68607964	44.54900569	28.4446022	-58.3758	-34.6338
020047200	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	ESTADO PLURINACIONAL DE BOLIVIA	Urbano	Estatal	1	4.356060611	22.15909118	25.75757555	47.72727266	-58.3772	-34.6339
020047300	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	SABINA BOVE DE BOZZALLA	Urbano	Estatal	1	8.695652174	26.08695652	30.43478261	34.7826087	-58.4075	-34.6524
020047400	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	JOSE PEDRO VARELA	Urbano	Estatal	1	13.93449325	30.24585473	46.53679644	9.282855581	-58.3873	-34.6532
020047600	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	LORENZO ANADON	Urbano	Estatal	1	7.407407407	22.22222222	40.74074074	29.62962963	-58.4152	-34.6517
020047900	Ciudad de Buenos Aires	Comuna 14	CIUDAD DE BUENOS AIRES	INSTITUTO SAN MARTIN DE TOURS	Urbano	Privado	1	0	10.22727319	26.13636391	63.6363629	-58.4035	-34.578
020048100	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	DR. RAFAEL HERRERA VEGAS	Urbano	Estatal	1	4.347826087	8.695652174	47.82608696	39.13043478	-58.4053	-34.5837
020048400	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	ARZOBISPO MARIANO ANTONIO ESPINOSA	Urbano	Estatal	1	0	8.496731953	34.39972491	57.10354313	-58.3751	-34.6372
020048500	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	MIGUEL DE AZCUENAGA	Urbano	Estatal	1	0	30.76923077	38.46153846	30.76923077	-58.3963	-34.6311
020048600	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	INSTITUTO NTA.SRA.DE GRACIA Y BUEN REMEDIO	Urbano	Privado	1	7.142857143	17.85714286	42.85714286	32.14285714	-58.5237	-34.602
020048900	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	REPUBLICA DOMINICANA	Urbano	Estatal	1	0	13.04347826	39.13043478	47.82608696	-58.4688	-34.5585
020049000	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	HERMINIA BRUMANA	Urbano	Estatal	1	18.18181818	9.090909091	54.54545455	18.18181818	-58.4526	-34.5972
020049100	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	MAESTRO JORGE LUIS CHINETTI	Urbano	Estatal	1	3.666666667	20.66666667	26	49.66666667	-58.4099	-34.6211
020049300	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO CAROLINA ESTRADA DE MARTINEZ	Urbano	Privado	1	8.695652174	17.39130435	26.08695652	47.82608696	-58.4704	-34.5876
020049500	Ciudad de Buenos Aires	Comuna 11	CIUDAD DE BUENOS AIRES	FRANCISCO BEIRO	Urbano	Estatal	1	8.023872659	15.45092885	31.49867417	45.02652432	-58.4818	-34.604
020049600	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO SAN MAXILIMIANO KOLBE	Urbano	Privado	1	0	0	13.33333333	86.66666667	-58.4596	-34.5703
020049700	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	CARLOS GARDEL	Urbano	Estatal	1	4.545454545	22.72727273	31.81818182	40.90909091	-58.5028	-34.5667
020050200	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	ESCUELA ARGENTINA GENERAL BELGRANO	Urbano	Privado	1	3.571428571	0	39.28571429	57.14285714	-58.4658	-34.5616
020050300	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	COLEGIO SAN JUAN EVANGELISTA	Urbano	Privado	1	0	16	20	64	-58.3596	-34.6367
020050400	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	HIPOLITO YRIGOYEN	Urbano	Estatal	1	24.15101713	32.69873926	22.71353156	20.43671204	-58.3704	-34.6216
020050800	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO SANTA FELICITAS DE SAN VICENTE DE PAUL	Urbano	Privado	1	0	0	33.90000011	66.09999989	-58.3725	-34.637
020051300	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	INST. SAN COSME Y SAN DAMIAN	Urbano	Privado	1	5.961426258	14.83050783	28.60900054	50.59906538	-58.5185	-34.6572
020051400	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	ARISTOBULO DEL VALLE	Urbano	Estatal	1	17.03267973	30.64129188	31.30103787	21.02499051	-58.5104	-34.6608
020051600	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	GENERAL MARIANO ACHA	Urbano	Estatal	1	4.545454694	19.25837332	34.33014346	41.86602853	-58.4626	-34.582
020051800	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	ALTE. SEGUNDO R. STORNI	Urbano	Estatal	1	6.25	6.25	25	62.5	-58.4519	-34.597
020051900	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	RUBEN DARIO	Urbano	Estatal	1	4.761904762	4.761904762	52.38095238	38.0952381	-58.4527	-34.5926
020052000	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	CARLOS DELLA PENNA	Urbano	Estatal	1	8.676042291	17.04311371	56.00184681	18.27899719	-58.3626	-34.6274
020052100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	INSTITUTO ZACCARIA	Urbano	Privado	1	4.838709706	4.838709706	43.82889196	46.49368863	-58.3725	-34.6487
020052300	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	REPUBLICA DE CHILE	Urbano	Estatal	1	9.090909091	36.01398588	36.71328684	18.18181818	-58.3687	-34.6381
020052400	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	MARIANO MORENO	Urbano	Estatal	1	12.92824823	13.18681322	44.99030379	28.89463476	-58.3963	-34.6131
020052500	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INST  JOSEFA CAPDEVILLA DE GUTIERREZ	Urbano	Privado	1	3.703703704	11.11111111	44.44444444	40.74074074	-58.3806	-34.5914
020052700	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO PRIVADO SAN BRENDANO	Urbano	Privado	1	3.853479893	1.236263763	14.31185494	80.5984014	-58.4654	-34.5685
020052800	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	HIPOLITO VIEYTES	Urbano	Estatal	1	2.725968255	10.90387302	40.54519365	45.82496507	-58.3742	-34.619
020053000	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	PROF. RODOLFO SENET	Urbano	Estatal	1	0	18.2608695	42.31884067	39.42028983	-58.4702	-34.5543
020053300	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	JOSE HERNANDEZ	Urbano	Estatal	1	7.142857143	7.142857143	28.57142857	57.14285714	-58.4687	-34.5731
020053500	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO ANUNCIACION DE MARIA	Urbano	Privado	1	0	27.27272727	9.090909091	63.63636364	-58.4652	-34.5728
020053600	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	ENS N° 03 BERNARDINO RIVADAVIA DE 04	Urbano	Estatal	1	0	10.97880492	50.05953779	38.9616573	-58.3729	-34.6223
020054000	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	ALMIRANTE GUILLERMO BROWN	Urbano	Estatal	1	13.19578831	17.83795432	46.88373036	22.08252702	-58.3615	-34.6332
020054100	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	HOGAR DE LA INFANCIA DE LA BOCA	Urbano	Privado	1	9.523809524	33.33333333	33.33333333	23.80952381	-58.3605	-34.6356
020054400	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	DR LUIS AGOTE	Urbano	Estatal	1	0	13.33333333	46.66666667	40	-58.4493	-34.5845
020054500	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO RESURRECCION DEL SEÑOR	Urbano	Privado	1	0	0	48.9262373	51.0737627	-58.447	-34.5909
020054600	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	CARMEN CATREN DE MENDEZ CASARIEGO	Urbano	Estatal	1	8.333333333	25	33.33333333	33.33333333	-58.4543	-34.5923
020055600	Ciudad de Buenos Aires	Comuna 9	CIUDAD DE BUENOS AIRES	DRA. ELVIRA RAWSON DE DELLEPIANE	Urbano	Estatal	1	10.52631579	15.78947368	42.10526316	31.57894737	-58.4807	-34.6489
020055700	Ciudad de Buenos Aires	Comuna 10	CIUDAD DE BUENOS AIRES	PROF. JOSE ONAINDIA	Urbano	Estatal	1	0	0	47.36842105	52.63157895	-58.4998	-34.6399
020055800	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	PABLO A. PIZZURNO	Urbano	Estatal	1	14.35185177	6.018518639	26.85185148	52.77777811	-58.4654	-34.5617
020056000	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	INSTITUTO NTRA. SRA. DEL CARMEN	Urbano	Privado	1	0	0	22.22222222	77.77777778	-58.4729	-34.5624
020056100	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INSTITUTO PRIVADO JESUS MARIA	Urbano	Privado	1	0	0	25.92592593	74.07407407	-58.3861	-34.5938
020056200	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INSTITUTO SAN MARON	Urbano	Privado	1	8	4	52	36	-58.3788	-34.5978
100001300	Catamarca	AMBATO	LOS VARELA	ESCUELA NO.209	Rural	Estatal	1	0	0	100	0	-65.8735	-27.9315
020056500	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INSTITUTO COLEGIO DE NUESTRA SEÑORA	Urbano	Privado	1	0	4	44	52	-58.3781	-34.5996
020056600	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	IGNACIO FERMIN RODRIGUEZ	Urbano	Estatal	1	17.4747475	32.3569025	40.30302999	9.865320003	-58.4322	-34.6477
020056700	Ciudad de Buenos Aires	Comuna 7	CIUDAD DE BUENOS AIRES	JOSE ENRIQUE RODO	Urbano	Estatal	1	10.19723437	33.97113835	49.06153211	6.770095163	-58.441	-34.6454
020057000	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	SOLDADO DE MALVINAS	Urbano	Estatal	1	6.49301017	30.12111164	42.16173607	21.22414213	-58.4938	-34.6798
020057100	Ciudad de Buenos Aires	Comuna 8	CIUDAD DE BUENOS AIRES	INSTITUTO DON ORIONE	Urbano	Privado	1	1.742788444	10.04807694	47.16346155	41.04567307	-58.4871	-34.6782
020057200	Ciudad de Buenos Aires	Comuna 2	CIUDAD DE BUENOS AIRES	INSTITUTO PADRE LUIS M. ETCHEVERRY BONEO	Urbano	Privado	1	3.846153846	3.846153846	11.53846154	80.76923077	-58.3978	-34.5927
020057500	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	INSTITUTO EDUCACIONAL SANTA TERESITA	Urbano	Privado	1	0	9.523809524	38.0952381	52.38095238	-58.4763	-34.5898
020057800	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	CORNELIO SAAVEDRA	Urbano	Estatal	1	2.240896455	20.41164305	47.85044415	29.49701634	-58.3986	-34.6062
020057900	Ciudad de Buenos Aires	Comuna 3	CIUDAD DE BUENOS AIRES	ASOCIACION ESCUELA CANGALLO	Urbano	Privado	1	1.177536194	3.411443808	18.41473707	76.99628293	-58.3974	-34.6071
020058100	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	ALFREDO RODOLFO BUFANO	Urbano	Estatal	1	0	18.75	25	56.25	-58.4571	-34.5987
020058200	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	PROVINCIA DEL NEUQUEN	Urbano	Estatal	1	0	22.22222222	22.22222222	55.55555556	-58.4611	-34.5968
020058400	Ciudad de Buenos Aires	Comuna 1	CIUDAD DE BUENOS AIRES	INST. DE ENSEÑANZA SUP EN LENGUAS VIVAS JUAN R.FERNANDEZ DE 01	Urbano	Estatal	1	0	5.426356321	26.49338878	68.0802549	-58.3814	-34.5909
020058500	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INSTITUTO AEQUALIS	Urbano	Privado	1	4.545454545	0	31.81818182	63.63636364	-58.4522	-34.5716
020058800	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	INST INCORPORADO RABINO JOSE CARO	Urbano	Privado	1	0	9.565217405	48.69565254	41.73913006	-58.4621	-34.5604
020058900	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	PROVINCIA DE SAN LUIS	Urbano	Estatal	1	11.02780148	25.46207846	46.32662307	17.183497	-58.4133	-34.6442
020059200	Ciudad de Buenos Aires	Comuna 13	CIUDAD DE BUENOS AIRES	CASTO MUNITA	Urbano	Estatal	1	5.367647055	21.52573534	47.15992649	25.94669112	-58.4542	-34.5614
020059300	Ciudad de Buenos Aires	Comuna 15	CIUDAD DE BUENOS AIRES	CNEL MAYOR IGNACIO ALVAREZ THOMAS	Urbano	Estatal	1	8.246666312	16.22315376	38.4196133	37.11056663	-58.4962	-34.5908
020059400	Ciudad de Buenos Aires	Comuna 12	CIUDAD DE BUENOS AIRES	INST.EDUC.ARG.NTRA.SRA.DE LUJAN	Urbano	Privado	1	3.858418377	6.026785924	40.75255132	49.36224438	-58.5025	-34.576
020059600	Ciudad de Buenos Aires	Comuna 4	CIUDAD DE BUENOS AIRES	AGUSTIN RAFAEL CAFFARENA	Urbano	Estatal	1	20.83333333	33.33333333	33.33333333	12.5	-58.3577	-34.6342
